Symbol,senator,party,sex,trade_date,owner,ticker,type,trade_amount_max,trade_amount_min,buy_one_year_change,one_mo_vtsax_change,one_year_vtsax_change,buy_compare_one_year,one_month_sell,one_month_sell_compare,weight,trade_day,trade_month,trade_year,Name,Sector,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings
--,Thomas Carper,1,1,17Sep2015,Spouse,--,Purchase,15000,1000,,0.006352988,0.063331348,,,,1,17,sep,2015,,,,,,,,,,,,,
--,Thomas Carper,1,1,17Sep2015,Spouse,--,Purchase,15000,1000,,0.006352988,0.063331348,,,,1,17,sep,2015,,,,,,,,,,,,,
--,Thomas Carper,1,1,17Sep2015,Spouse,--,Purchase,15000,1000,,0.006352988,0.063331348,,,,1,17,sep,2015,,,,,,,,,,,,,
--,Thomas Carper,1,1,17Sep2015,Spouse,--,Purchase,15000,1000,,0.006352988,0.063331348,,,,1,17,sep,2015,,,,,,,,,,,,,
--,Thomas Carper,1,1,17Sep2015,Spouse,--,Purchase,15000,1000,,0.006352988,0.063331348,,,,1,17,sep,2015,,,,,,,,,,,,,
--,Thomas Carper,1,1,17Sep2015,Spouse,--,Purchase,15000,1000,,0.006352988,0.063331348,,,,1,17,sep,2015,,,,,,,,,,,,,
--,Thomas Carper,1,1,17Sep2015,Spouse,--,Purchase,15000,1000,,0.006352988,0.063331348,,,,1,17,sep,2015,,,,,,,,,,,,,
--,Thomas Carper,1,1,17Sep2015,Spouse,--,Purchase,15000,1000,,0.006352988,0.063331348,,,,1,17,sep,2015,,,,,,,,,,,,,
--,Thomas Carper,1,1,17Sep2015,Spouse,--,Purchase,50000,15000,,0.006352988,0.063331348,,,,4.0599999,17,sep,2015,,,,,,,,,,,,,
--,David Perdue,0,1,16Sep2015,Joint,--,Sale,15000,1000,,-0.010309278,0.050951626,,,,1,16,sep,2015,,,,,,,,,,,,,
--,David Perdue,0,1,16Sep2015,Joint,--,Sale,15000,1000,,-0.010309278,0.050951626,,,,1,16,sep,2015,,,,,,,,,,,,,
--,David Perdue,0,1,16Sep2015,Joint,--,Sale,15000,1000,,-0.010309278,0.050951626,,,,1,16,sep,2015,,,,,,,,,,,,,
--,David Perdue,0,1,16Sep2015,Joint,--,Sale,15000,1000,,-0.010309278,0.050951626,,,,1,16,sep,2015,,,,,,,,,,,,,
PFE,Gary Peters,1,1,16Sep2015,Self,PFE,Purchase,15000,1000,0.022904016,-0.010309278,0.050951626,-0.02804761,,,1,16,sep,2015,Pfizer Inc.,Health Care,33.63,12.69,3.8879359,3.51,39.43,31.67,208505541949,20569000000,4.0020885,3.4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PFE
MMC,Gary Peters,1,1,16Sep2015,Self,MMC,Purchase,15000,1000,0.204795022,-0.010309278,0.050951626,0.153843396,,,1,16,sep,2015,Marsh & McLennan,Financials,79.31,20.23,1.8257059,2.87,86.54,69.33,41819440000,3236000000,2.9848945,5.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMC
UNP,Gary Peters,1,1,16Sep2015,Self,UNP,Purchase,15000,1000,0.032631696,-0.010309278,0.050951626,-0.01831993,,,1,16,sep,2015,Union Pacific,Industrials,124.86,22.06,2.062655,13.52,143.05,101.06,101513290382,10169000000,4.8605075,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UNP
GM,Gary Peters,1,1,16Sep2015,Self,GM,Purchase,15000,1000,-0.015705128,-0.010309278,0.050951626,-0.066656754,,,1,16,sep,2015,General Motors,Consumer Discretionary,40.75,6.58,3.5857513,6,46.76,31.92,61536606173,23541000000,0.5633218,1.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GM
--,Daniel Sullivan,0,1,15Sep2015,Joint,--,Sale,500000,250000,,0.0034,0.0608,,,,31.25,15,sep,2015,,,,,,,,,,,,,
--,Patrick Toomey,0,1,15Sep2015,Joint,--,Sale,50000,15000,,0.0034,0.0608,,,,4.0599999,15,sep,2015,,,,,,,,,,,,,
--,David Perdue,0,1,15Sep2015,Joint,--,Sale,15000,1000,,0.0034,0.0608,,,,1,15,sep,2015,,,,,,,,,,,,,
--,David Perdue,0,1,15Sep2015,Joint,--,Sale,15000,1000,,0.0034,0.0608,,,,1,15,sep,2015,,,,,,,,,,,,,
QCOM,Sheldon Whitehouse,1,1,15Sep2015,Joint,QCOM,Sale,50000,15000,,0.0034,0.0608,,0.048113723,0.044713723,4.0599999,15,sep,2015,QUALCOMM Inc.,Information Technology,62.42,16.51,3.5055351,1.65,69.28,48.92,96282828902,4191000000,4.263658,3.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QCOM
BAC,Sheldon Whitehouse,1,1,15Sep2015,Joint,BAC,Sale,50000,15000,,0.0034,0.0608,,-0.048436542,-0.051836542,4.0599999,15,sep,2015,Bank of America Corp,Financials,29.74,16.34,1.536,1.55,32.67,22.07,321478200969,0,3.2011874,1.24,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BAC
--,Patrick Toomey,0,1,14Sep2015,Joint,--,Sale,50000,15000,,0.023486536,0.090504151,,,,4.0599999,14,sep,2015,,,,,,,,,,,,,
--,David Perdue,0,1,11Sep2015,Joint,--,Purchase,15000,1000,,0.018959258,0.07624042,,,,1,11,sep,2015,,,,,,,,,,,,,
--,Thomas Carper,1,1,11Sep2015,Spouse,--,Purchase,50000,15000,,0.018959258,0.07624042,,,,4.0599999,11,sep,2015,,,,,,,,,,,,,
,Richard Burr,0,1,11Sep2015,,,,,,,0.018959258,0.07624042,,,,,11,sep,2015,,,,,,,,,,,,,
IVZ,Gary Peters,1,1,10Sep2015,Self,IVZ,Purchase,15000,1000,-0.038179597,0.022695035,0.109219858,-0.147399455,,,1,10,sep,2015,Invesco Ltd.,Financials,31.92,11.87,3.466826,2.74,38.43,29.36,13620847614,1606200000,2.6513786,1.62,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IVZ
ABBV,Gary Peters,1,1,10Sep2015,Self,ABBV,Purchase,15000,1000,0.075193018,0.022695035,0.109219858,-0.03402684,,,1,10,sep,2015,AbbVie Inc.,Health Care,108.48,19.41,2.4995599,3.29,125.86,60.05,181386347059,10310000000,6.291571,26.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ABBV
,Gary Peters,1,1,10Sep2015,Self,,Purchase,15000,1000,,0.022695035,0.109219858,,,,1,10,sep,2015,,,,,,,,,,,,,
--,David Perdue,0,1,08Sep2015,Joint,--,Purchase,15000,1000,,-0.004219409,0.101265823,,,,1,8,sep,2015,,,,,,,,,,,,,
AAN,David Perdue,0,1,02Sep2015,Joint,AAN,Sale,15000,1000,,-0.023166023,0.105059947,,,,1,2,sep,2015,,,,,,,,,,,,,
GLW,David Perdue,0,1,02Sep2015,Joint,GLW,Purchase,15000,1000,0.335491466,-0.023166023,0.105059947,0.230431518,,,1,2,sep,2015,Corning Inc.,Information Technology,28.45,16.45,2.0791416,-0.78,35.1,26.31,25759280346,2970000000,2.544682,1.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GLW
BK,David Perdue,0,1,02Sep2015,Joint,BK,Sale,15000,1000,,-0.023166023,0.105059947,,0.003331625,0.026497648,1,2,sep,2015,The Bank of New York Mellon Corp.,Financials,53.29,14.76,1.7347307,3.73,58.99,44.91,56083904906,0,3.3834257,1.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BK
BK,David Perdue,0,1,01Sep2015,Joint,BK,Sale,15000,1000,,-0.023789822,0.127637567,,0.002608242,0.026398064,1,1,sep,2015,The Bank of New York Mellon Corp.,Financials,53.29,14.76,1.7347307,3.73,58.99,44.91,56083904906,0,3.3834257,1.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BK
GLW,David Perdue,0,1,01Sep2015,Joint,GLW,Purchase,15000,1000,0.363473054,-0.023789822,0.127637567,0.235835487,,,1,1,sep,2015,Corning Inc.,Information Technology,28.45,16.45,2.0791416,-0.78,35.1,26.31,25759280346,2970000000,2.544682,1.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GLW
PFS,Patrick Toomey,0,1,31Aug2015,Joint,PFS,Sale,50000,15000,,-0.052229811,0.096625151,,0.028510763,0.080740574,4.0599999,31,aug,2015,,,,,,,,,,,,,
--,Gary Peters,1,1,31Aug2015,Self,--,Sale,50000,15000,,-0.052229811,0.096625151,,,,4.0599999,31,aug,2015,,,,,,,,,,,,,
CIT,David Perdue,0,1,31Aug2015,Joint,CIT,Sale,15000,1000,,-0.052229811,0.096625151,,-0.085174954,-0.032945143,1,31,aug,2015,,,,,,,,,,,,,
BK,David Perdue,0,1,31Aug2015,Joint,BK,Sale,15000,1000,,-0.052229811,0.096625151,,-0.040201005,0.012028806,1,31,aug,2015,The Bank of New York Mellon Corp.,Financials,53.29,14.76,1.7347307,3.73,58.99,44.91,56083904906,0,3.3834257,1.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BK
DVN,David Perdue,0,1,31Aug2015,Joint,DVN,Purchase,15000,1000,0.055086732,-0.052229811,0.096625151,-0.041538418,,,1,31,aug,2015,Devon Energy Corp.,Energy,34.94,23.93,0.6528836,-6.89,47.25,28.7947,19317380000,3723000000,2.0660408,2.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVN
PG,Sheldon Whitehouse,1,1,28Aug2015,Joint,PG,Purchase,15000,1000,0.229883443,-0.034084114,0.082120789,0.147762654,,,1,28,aug,2015,Procter & Gamble,Consumer Staples,80.22,20.46,3.3704789,5.6,94.67,80.1,206318943299,17249000000,3.1595004,3.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PG
CSX,Sheldon Whitehouse,1,1,28Aug2015,Joint,CSX,Sale,15000,1000,,-0.034084114,0.082120789,,-0.046043165,-0.011959051,1,28,aug,2015,CSX Corp.,Industrials,50.47,21.94,1.5102888,6.07,60.04,45.41,47340511707,5003000000,4.216355,4.27,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSX
BIIB,Sheldon Whitehouse,1,1,28Aug2015,Joint,BIIB,Purchase,15000,1000,0.014751767,-0.034084114,0.082120789,-0.067369022,,,1,28,aug,2015,Biogen Inc.,Health Care,311.79,14.3,0,11.94,370.57,244.28,69157726427,6511400000,5.737439,5.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BIIB
QLIK,Sheldon Whitehouse,1,1,28Aug2015,Self,QLIK,Sale,50000,15000,,-0.034084114,0.082120789,,,,4.0599999,28,aug,2015,,,,,,,,,,,,,
FB,Sheldon Whitehouse,1,1,28Aug2015,Self,FB,Purchase,15000,1000,0.37303593,-0.034084114,0.082120789,0.290915141,,,1,28,aug,2015,"Facebook, Inc.",Information Technology,171.58,27.9,0,5.39,195.32,132.44,523423036576,23624000000,13.241967,7.08,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FB
VFC,Sheldon Whitehouse,1,1,28Aug2015,Self,VFC,Sale,50000,15000,,-0.034084114,0.082120789,,-0.0410516,-0.006967486,4.0599999,28,aug,2015,V.F. Corp.,Consumer Discretionary,78.75,25.9,2.2865665,2.55,82.95,48.05,31797645904,1624441000,3.7110944,7.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VFC
BAX,David Perdue,0,1,28Aug2015,Joint,BAX,Purchase,15000,1000,0.217548387,-0.034084114,0.082120789,0.135427598,,,1,28,aug,2015,Baxter International Inc.,Health Care,62.56,25.12,0.97635394,1.29,72.58,48.15,35713732553,1832000000,3.4394414,3.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BAX
CIT,David Perdue,0,1,28Aug2015,Joint,CIT,Sale,15000,1000,,-0.034084114,0.082120789,,-0.061872146,-0.027788032,1,28,aug,2015,,,,,,,,,,,,,
GLW,David Perdue,0,1,28Aug2015,Joint,GLW,Purchase,15000,1000,0.319557625,-0.034084114,0.082120789,0.237436836,,,1,28,aug,2015,Corning Inc.,Information Technology,28.45,16.45,2.0791416,-0.78,35.1,26.31,25759280346,2970000000,2.544682,1.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GLW
--,Thomas Carper,1,1,28Aug2015,Spouse,--,Purchase,15000,1000,,-0.034084114,0.082120789,,,,1,28,aug,2015,,,,,,,,,,,,,
COF,James Inhofe,0,1,27Aug2015,Self,COF,Sale,250000,100000,,-0.030157779,0.086079489,,-0.054808687,-0.024650908,21.879999,27,aug,2015,Capital One Financial,Financials,91.8,11.85,1.6306564,3.45,106.5,76.05,47637260000,0,1.5931405,0.94,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COF
AAN,David Perdue,0,1,27Aug2015,Joint,AAN,Sale,15000,1000,,-0.030157779,0.086079489,,,,1,27,aug,2015,,,,,,,,,,,,,
CIT,David Perdue,0,1,27Aug2015,Joint,CIT,Sale,15000,1000,,-0.030157779,0.086079489,,-0.06142955,-0.031271771,1,27,aug,2015,,,,,,,,,,,,,
BAX,David Perdue,0,1,27Aug2015,Joint,BAX,Purchase,15000,1000,0.220523452,-0.030157779,0.086079489,0.134443963,,,1,27,aug,2015,Baxter International Inc.,Health Care,62.56,25.12,0.97635394,1.29,72.58,48.15,35713732553,1832000000,3.4394414,3.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BAX
BAX,David Perdue,0,1,27Aug2015,Joint,BAX,Purchase,15000,1000,0.220523452,-0.030157779,0.086079489,0.134443963,,,1,27,aug,2015,Baxter International Inc.,Health Care,62.56,25.12,0.97635394,1.29,72.58,48.15,35713732553,1832000000,3.4394414,3.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BAX
DVN,David Perdue,0,1,27Aug2015,Joint,DVN,Purchase,15000,1000,0.088278568,-0.030157779,0.086079489,0.002199079,,,1,27,aug,2015,Devon Energy Corp.,Energy,34.94,23.93,0.6528836,-6.89,47.25,28.7947,19317380000,3723000000,2.0660408,2.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVN
GLW,David Perdue,0,1,27Aug2015,Joint,GLW,Purchase,15000,1000,0.337264151,-0.030157779,0.086079489,0.251184662,,,1,27,aug,2015,Corning Inc.,Information Technology,28.45,16.45,2.0791416,-0.78,35.1,26.31,25759280346,2970000000,2.544682,1.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GLW
IHE,William Cassidy,0,1,27Aug2015,Spouse,IHE,Purchase,15000,1000,-0.117856085,-0.030157779,0.086079489,-0.203935574,,,1,27,aug,2015,,,,,,,,,,,,,
CAT,William Cassidy,0,1,27Aug2015,Spouse,CAT,Purchase,15000,1000,0.094898229,-0.030157779,0.086079489,0.00881874,,,1,27,aug,2015,Caterpillar Inc.,Industrials,145.99,21.22,2.0215108,1.26,173.24,90.34,91822049046,8136000000,2.0468428,5.75,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAT
--,Susan Collins,0,0,26Aug2015,Spouse,--,Purchase,100000,50000,,0.002045408,0.113111066,,,,9.3800001,26,aug,2015,,,,,,,,,,,,,
CIT,David Perdue,0,1,26Aug2015,Joint,CIT,Sale,15000,1000,,0.002045408,0.113111066,,-0.03744186,-0.039487269,1,26,aug,2015,,,,,,,,,,,,,
BAX,David Perdue,0,1,26Aug2015,Joint,BAX,Purchase,15000,1000,0.249269976,0.002045408,0.113111066,0.13615891,,,1,26,aug,2015,Baxter International Inc.,Health Care,62.56,25.12,0.97635394,1.29,72.58,48.15,35713732553,1832000000,3.4394414,3.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BAX
--,Pat Roberts,0,1,25Aug2015,Spouse,--,Purchase,15000,1000,,0.041127835,0.160271359,,,,1,25,aug,2015,,,,,,,,,,,,,
--,Pat Roberts,0,1,25Aug2015,Spouse,--,Purchase,15000,1000,,0.041127835,0.160271359,,,,1,25,aug,2015,,,,,,,,,,,,,
PG,David Perdue,0,1,25Aug2015,Joint,PG,Purchase,50000,15000,0.277404268,0.041127835,0.160271359,0.117132909,,,4.0599999,25,aug,2015,Procter & Gamble,Consumer Staples,80.22,20.46,3.3704789,5.6,94.67,80.1,206318943299,17249000000,3.1595004,3.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PG
CIT,David Perdue,0,1,25Aug2015,Joint,CIT,Sale,15000,1000,,0.041127835,0.160271359,,-0.005234356,-0.046362192,1,25,aug,2015,,,,,,,,,,,,,
BAX,David Perdue,0,1,25Aug2015,Joint,BAX,Purchase,15000,1000,0.297809034,0.041127835,0.160271359,0.137537675,,,1,25,aug,2015,Baxter International Inc.,Health Care,62.56,25.12,0.97635394,1.29,72.58,48.15,35713732553,1832000000,3.4394414,3.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BAX
DE,David Perdue,0,1,25Aug2015,Joint,DE,Sale,15000,1000,,0.041127835,0.160271359,,-0.003160956,-0.044288791,1,25,aug,2015,Deere & Co.,Industrials,153.66,23.14,1.4866204,6.64,171.96,106.72,52186628646,4053300000,2.3746448,5.31,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DE
AAN,David Perdue,0,1,25Aug2015,Joint,AAN,Sale,15000,1000,,0.041127835,0.160271359,,,,1,25,aug,2015,,,,,,,,,,,,,
--,Michael Enzi,1,1,25Aug2015,Joint,--,Purchase,15000,1000,,0.041127835,0.160271359,,,,1,25,aug,2015,,,,,,,,,,,,,
GAS,Thomas Carper,1,1,25Aug2015,Spouse,GAS,Sale,15000,1000,,0.041127835,0.160271359,,,,1,25,aug,2015,,,,,,,,,,,,,
AEE,Thomas Carper,1,1,25Aug2015,Spouse,AEE,Purchase,15000,1000,0.267789791,0.041127835,0.160271359,0.107518432,,,1,25,aug,2015,Ameren Corp,Utilities,52.59,20.38,3.4404964,2.68,64.89,51.81,12905744906,2298000000,2.693119,1.79,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AEE
RSPP,James Inhofe,0,1,24Aug2015,Self,RSPP,Purchase,50000,15000,,0.041666667,0.1430067,,,,4.0599999,24,aug,2015,,,,,,,,,,,,,
CHK,James Inhofe,0,1,24Aug2015,Self,CHK,Purchase,50000,15000,0.437621832,0.041666667,0.1430067,0.294615132,,,4.0599999,24,aug,2015,Chesapeake Energy,Energy,2.82,4.7,0,-6.44,6.59,2.8,2626102121,1470000000,0.40765184,1.84,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHK
CLR,James Inhofe,0,1,24Aug2015,Self,CLR,Sale,50000,15000,,0.041666667,0.1430067,,0.040132548,-0.001534119,4.0599999,24,aug,2015,,,,,,,,,,,,,
AAPL,James Inhofe,0,1,24Aug2015,Self,AAPL,Purchase,50000,15000,0.052269201,0.041666667,0.1430067,-0.090737499,,,4.0599999,24,aug,2015,Apple Inc.,Information Technology,155.15,16.86,1.5795412,9.2,180.1,131.12,809508034020,79386000000,3.4586093,5.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAPL
,James Inhofe,0,1,24Aug2015,Self,,Purchase,50000,15000,,0.041666667,0.1430067,,,,4.0599999,24,aug,2015,,,,,,,,,,,,,
EMR,James Inhofe,0,1,24Aug2015,Self,EMR,Sale,100000,50000,,0.041666667,0.1430067,,-0.026747196,-0.068413863,9.3800001,24,aug,2015,Emerson Electric Company,Industrials,66.4,25.74,2.813225,2.35,74.45,56.77,44040298425,2542000000,3.6707752,5.01,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMR
QCOM,David Perdue,0,1,24Aug2015,Joint,QCOM,Purchase,15000,1000,0.136577424,0.041666667,0.1430067,-0.006429276,,,1,24,aug,2015,QUALCOMM Inc.,Information Technology,62.42,16.51,3.5055351,1.65,69.28,48.92,96282828902,4191000000,4.263658,3.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QCOM
IP,David Perdue,0,1,24Aug2015,Joint,IP,Purchase,50000,15000,0.108307546,0.041666667,0.1430067,-0.034699154,,,4.0599999,24,aug,2015,International Paper,Materials,56.05,15.57,3.206751,5.14,66.94,49.6,24465996443,3004000000,1.0738261,4.99,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IP
PSX,David Perdue,0,1,24Aug2015,Joint,PSX,Purchase,15000,1000,0.074099916,0.041666667,0.1430067,-0.068906784,,,1,24,aug,2015,Phillips 66,Energy,92.44,21.11,2.928564,9.93,107.47,75.135,47996220000,5311000000,0.47499472,2.12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PSX
KMI,David Perdue,0,1,24Aug2015,Joint,KMI,Purchase,50000,15000,-0.276089828,0.041666667,0.1430067,-0.419096528,,,4.0599999,24,aug,2015,Kinder Morgan,Energy,16.8,25.07,2.891845,0.01,22.75,16.56,38612712234,5981000000,2.823936,1.07,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMI
SBUX,David Perdue,0,1,24Aug2015,Joint,SBUX,Purchase,50000,15000,0.109455701,0.041666667,0.1430067,-0.033550999,,,4.0599999,24,aug,2015,Starbucks Corp.,Consumer Discretionary,53.77,25.98,2.203452,1.97,64.87,52.58,76548976000,7361500000,3.4392443,13.36,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SBUX
BAX,David Perdue,0,1,24Aug2015,Joint,BAX,Purchase,15000,1000,0.290825935,0.041666667,0.1430067,0.147819235,,,1,24,aug,2015,Baxter International Inc.,Health Care,62.56,25.12,0.97635394,1.29,72.58,48.15,35713732553,1832000000,3.4394414,3.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BAX
CIT,David Perdue,0,1,24Aug2015,Joint,CIT,Sale,15000,1000,,0.041666667,0.1430067,,-0.004945831,-0.046612498,1,24,aug,2015,,,,,,,,,,,,,
AAPL,John Cornyn,1,1,21Aug2015,Self,AAPL,Purchase,50000,15000,0.034039334,-0.003016895,0.097948512,-0.063909177,,,4.0599999,21,aug,2015,Apple Inc.,Information Technology,155.15,16.86,1.5795412,9.2,180.1,131.12,809508034020,79386000000,3.4586093,5.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAPL
DISCA,David Perdue,0,1,21Aug2015,Joint,DISCA,Purchase,15000,1000,-0.013653137,-0.003016895,0.097948512,-0.111601648,,,1,21,aug,2015,Discovery Communications-A,Consumer Discretionary,22.87,11,0,1.96,30.25,15.99,8763756733,2100000000,1.804088,1.5,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DISCA
BAX,David Perdue,0,1,21Aug2015,Joint,BAX,Purchase,15000,1000,0.25261233,-0.003016895,0.097948512,0.154663819,,,1,21,aug,2015,Baxter International Inc.,Health Care,62.56,25.12,0.97635394,1.29,72.58,48.15,35713732553,1832000000,3.4394414,3.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BAX
CIT,David Perdue,0,1,21Aug2015,Joint,CIT,Sale,15000,1000,,-0.003016895,0.097948512,,-0.054463277,-0.051446382,1,21,aug,2015,,,,,,,,,,,,,
BAX,David Perdue,0,1,21Aug2015,Joint,BAX,Purchase,15000,1000,0.25261233,-0.003016895,0.097948512,0.154663819,,,1,21,aug,2015,Baxter International Inc.,Health Care,62.56,25.12,0.97635394,1.29,72.58,48.15,35713732553,1832000000,3.4394414,3.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BAX
--,Susan Collins,0,0,20Aug2015,Spouse,--,Purchase,100000,50000,,-0.01659508,0.067161265,,,,9.3800001,20,aug,2015,,,,,,,,,,,,,
CBS,David Perdue,0,1,20Aug2015,Joint,CBS,Purchase,15000,1000,,-0.01659508,0.067161265,,,,1,20,aug,2015,CBS Corp.,Consumer Discretionary,51.8,12.05,1.3473054,2.81,70.095,52.75,20431395736,2841000000,2.1055017,6.91,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CBS
BAX,David Perdue,0,1,20Aug2015,Joint,BAX,Purchase,50000,15000,0.21206766,-0.01659508,0.067161265,0.144906395,,,4.0599999,20,aug,2015,Baxter International Inc.,Health Care,62.56,25.12,0.97635394,1.29,72.58,48.15,35713732553,1832000000,3.4394414,3.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BAX
DISCA,David Perdue,0,1,20Aug2015,Joint,DISCA,Purchase,15000,1000,-0.017569546,-0.01659508,0.067161265,-0.084730811,,,1,20,aug,2015,Discovery Communications-A,Consumer Discretionary,22.87,11,0,1.96,30.25,15.99,8763756733,2100000000,1.804088,1.5,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DISCA
DE,David Perdue,0,1,20Aug2015,Joint,DE,Sale,15000,1000,,-0.01659508,0.067161265,,-0.112741313,-0.096146233,1,20,aug,2015,Deere & Co.,Industrials,153.66,23.14,1.4866204,6.64,171.96,106.72,52186628646,4053300000,2.3746448,5.31,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DE
DISCA,David Perdue,0,1,20Aug2015,Joint,DISCA,Purchase,15000,1000,-0.017569546,-0.01659508,0.067161265,-0.084730811,,,1,20,aug,2015,Discovery Communications-A,Consumer Discretionary,22.87,11,0,1.96,30.25,15.99,8763756733,2100000000,1.804088,1.5,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DISCA
BAX,David Perdue,0,1,19Aug2015,Joint,BAX,Purchase,15000,1000,0.195316393,-0.03685316,0.040672141,0.154644252,,,1,19,aug,2015,Baxter International Inc.,Health Care,62.56,25.12,0.97635394,1.29,72.58,48.15,35713732553,1832000000,3.4394414,3.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BAX
,Richard Blumenthal,1,1,18Aug2015,,,,,,,-0.053388868,0.030291556,,,,,18,aug,2015,,,,,,,,,,,,,
SPY,Daniel Sullivan,0,1,17Aug2015,Joint,SPY,Sale,100000,50000,,-0.067761419,0.033408834,,-0.069234057,-0.001472637,9.3800001,17,aug,2015,,,,,,,,,,,,,
GPK,David Perdue,0,1,17Aug2015,Joint,GPK,Sale,100000,50000,,-0.067761419,0.033408834,,-0.083717864,-0.015956445,9.3800001,17,aug,2015,,,,,,,,,,,,,
LNT,David Perdue,0,1,17Aug2015,Joint,LNT,Sale,250000,100000,,-0.067761419,0.033408834,,,,21.879999,17,aug,2015,Alliant Energy Corp,Utilities,37.14,19.86,3.5733333,1.65,45.55,36.84,8670163500,1168400000,3.4331481,2.13,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LNT
LNT,David Perdue,0,1,14Aug2015,Joint,LNT,Sale,250000,100000,,-0.058309592,0.035897436,,,,21.879999,14,aug,2015,Alliant Energy Corp,Utilities,37.14,19.86,3.5733333,1.65,45.55,36.84,8670163500,1168400000,3.4331481,2.13,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LNT
--,Thomas Carper,1,1,14Aug2015,Spouse,--,Purchase,50000,15000,,-0.058309592,0.035897436,,,,4.0599999,14,aug,2015,,,,,,,,,,,,,
--,Gary Peters,1,1,13Aug2015,Self,--,Purchase,50000,15000,,-0.058744993,0.040816327,,,,4.0599999,13,aug,2015,,,,,,,,,,,,,
