Symbol,senator,party,sex,trade_date,owner,ticker,type,trade_amount_max,trade_amount_min,buy_one_year_change,one_mo_vtsax_change,one_year_vtsax_change,buy_compare_one_year,one_month_sell,one_month_sell_compare,weight,trade_day,trade_month,trade_year,Name,Sector,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings
XCAPX,Thomas Carper,1,1,29Jan2021,Spouse,XCAPX,Purchase,50000,15000,,0.031875463,,,,,4.0599999,29,jan,2021,,,,,,,,,,,,,
GME,Patrick Toomey,0,1,28Jan2021,Child,GME,Sale,15000,1000,,0.01632356,,,-0.438378099,-0.454701659,1,28,jan,2021,,,,,,,,,,,,,
COST,Jerry Moran,0,1,27Jan2021,Spouse,COST,Sale,15000,1000,,0.054616112,,,-0.044024804,-0.098640916,1,27,jan,2021,Costco Wholesale Corp.,Consumer Staples,178.61,30.69,1.0917627,6.09,199.88,150,80439804508,5679000000,0.61203885,7.24,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COST
COST,Jerry Moran,0,1,27Jan2021,Self,COST,Sale,15000,1000,,0.054616112,,,-0.044024804,-0.098640916,1,27,jan,2021,Costco Wholesale Corp.,Consumer Staples,178.61,30.69,1.0917627,6.09,199.88,150,80439804508,5679000000,0.61203885,7.24,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COST
SHOP,Patrick Toomey,0,1,27Jan2021,Child,SHOP,Sale,15000,1000,,0.054616112,,,0.191442019,0.136825907,1,27,jan,2021,,,,,,,,,,,,,
GME,Patrick Toomey,0,1,27Jan2021,Child,GME,Purchase,15000,1000,,0.054616112,,,,,1,27,jan,2021,,,,,,,,,,,,,
TSLA,Patrick Toomey,0,1,27Jan2021,Child,TSLA,Sale,15000,1000,,0.054616112,,,-0.141339567,-0.195955678,1,27,jan,2021,,,,,,,,,,,,,
DD,Thomas Carper,1,1,27Jan2021,Spouse,DD,Sale,50000,15000,,0.054616112,,,-0.079845956,-0.134462068,4.0599999,27,jan,2021,,,,,,,,,,,,,
PBA,Thomas Carper,1,1,26Jan2021,Spouse,PBA,Sale,15000,1000,,0.015449151,,,0.019485294,0.004036143,1,26,jan,2021,,,,,,,,,,,,,
AQN,Thomas Carper,1,1,26Jan2021,Spouse,AQN,Purchase,15000,1000,,0.015449151,,,,,1,26,jan,2021,,,,,,,,,,,,,
VIAV,Thomas Carper,1,1,25Jan2021,Spouse,VIAV,Sale,15000,1000,,0.0124439,,,0.04,0.0275561,1,25,jan,2021,,,,,,,,,,,,,
EVOP,Thomas Carper,1,1,25Jan2021,Spouse,EVOP,Sale,15000,1000,,0.0124439,,,0.094749795,0.082305894,1,25,jan,2021,,,,,,,,,,,,,
STAG,Gary Peters,1,1,15Jan2021,Self,STAG,Purchase,15000,1000,,0.052006253,,,,,1,15,jan,2021,,,,,,,,,,,,,
AEP,Gary Peters,1,1,15Jan2021,Self,AEP,Purchase,15000,1000,,0.052006253,,,,,1,15,jan,2021,American Electric Power,Utilities,63.38,17.32,3.8479443,1.24,78.07,62.69,31701916517,4450800000,2.7489934,1.81,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AEP
RODM,Thomas Carper,1,1,13Jan2021,Spouse,RODM,Sale,15000,1000,,0.035013427,,,0.00310559,-0.031907837,1,13,jan,2021,,,,,,,,,,,,,
FCPIX,Thomas Carper,1,1,13Jan2021,Spouse,FCPIX,Purchase,15000,1000,,0.035013427,,,,,1,13,jan,2021,,,,,,,,,,,,,
RODM,Thomas Carper,1,1,13Jan2021,Spouse,RODM,Sale,15000,1000,,0.035013427,,,0.00310559,-0.031907837,1,13,jan,2021,,,,,,,,,,,,,
FCPIX,Thomas Carper,1,1,13Jan2021,Spouse,FCPIX,Purchase,15000,1000,,0.035013427,,,,,1,13,jan,2021,,,,,,,,,,,,,
FEYE,Thomas Carper,1,1,11Jan2021,Spouse,FEYE,Sale,15000,1000,,0.039510526,,,-0.066144473,-0.105654999,1,11,jan,2021,,,,,,,,,,,,,
PSQ,Thomas Carper,1,1,11Jan2021,Spouse,PSQ,Sale,15000,1000,,0.039510526,,,-0.060627178,-0.100137703,1,11,jan,2021,,,,,,,,,,,,,
SH,Thomas Carper,1,1,11Jan2021,Spouse,SH,Sale,15000,1000,,0.039510526,,,-0.032694476,-0.072205002,1,11,jan,2021,,,,,,,,,,,,,
DDOG,Thomas Carper,1,1,11Jan2021,Spouse,DDOG,Sale,15000,1000,,0.039510526,,,0.116738609,0.077228083,1,11,jan,2021,,,,,,,,,,,,,
PSQ,Thomas Carper,1,1,11Jan2021,Spouse,PSQ,Sale,15000,1000,,0.039510526,,,-0.060627178,-0.100137703,1,11,jan,2021,,,,,,,,,,,,,
SH,Thomas Carper,1,1,11Jan2021,Spouse,SH,Sale,15000,1000,,0.039510526,,,-0.032694476,-0.072205002,1,11,jan,2021,,,,,,,,,,,,,
PSQ,Thomas Carper,1,1,11Jan2021,Spouse,PSQ,Sale,15000,1000,,0.039510526,,,-0.060627178,-0.100137703,1,11,jan,2021,,,,,,,,,,,,,
SH,Thomas Carper,1,1,11Jan2021,Spouse,SH,Sale,15000,1000,,0.039510526,,,-0.032694476,-0.072205002,1,11,jan,2021,,,,,,,,,,,,,
CAG,Thomas Carper,1,1,11Jan2021,Spouse,CAG,Sale,15000,1000,,0.039510526,,,0.051359517,0.011848991,1,11,jan,2021,Conagra Brands,Consumer Staples,35.49,18.2,2.3683476,1.46,41.68,32.16,14379717835,1281200000,1.8294994,3.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAG
AJRD,Thomas Carper,1,1,08Jan2021,Spouse,AJRD,Sale,15000,1000,,0.024445591,,,-0.000757719,-0.02520331,1,8,jan,2021,,,,,,,,,,,,,
CRSP,James Inhofe,0,1,05Jan2021,Self,CRSP,Sale,15000,1000,,0.035160399,,,0.046880837,0.011720437,1,5,jan,2021,,,,,,,,,,,,,
PSQ,Thomas Carper,1,1,04Jan2021,Spouse,PSQ,Purchase,15000,1000,,0.028923407,,,,,1,4,jan,2021,,,,,,,,,,,,,
SH,Thomas Carper,1,1,04Jan2021,Spouse,SH,Purchase,15000,1000,,0.028923407,,,,,1,4,jan,2021,,,,,,,,,,,,,
PSQ,Thomas Carper,1,1,04Jan2021,Spouse,PSQ,Purchase,15000,1000,,0.028923407,,,,,1,4,jan,2021,,,,,,,,,,,,,
SH,Thomas Carper,1,1,04Jan2021,Spouse,SH,Purchase,15000,1000,,0.028923407,,,,,1,4,jan,2021,,,,,,,,,,,,,
PSQ,Thomas Carper,1,1,04Jan2021,Spouse,PSQ,Purchase,15000,1000,,0.028923407,,,,,1,4,jan,2021,,,,,,,,,,,,,
SH,Thomas Carper,1,1,04Jan2021,Spouse,SH,Purchase,15000,1000,,0.028923407,,,,,1,4,jan,2021,,,,,,,,,,,,,
UNH,Shelley Capito,0,0,31Dec2020,Spouse,UNH,Purchase,15000,1000,,0.015199493,,,,,1,31,dec,2020,United Health Group Inc.,Health Care,216.46,21.47,1.3284917,10.71,250.79,156.49,218834811333,17454000000,1.0903316,4.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UNH
PSX,Shelley Capito,0,0,31Dec2020,Spouse,PSX,Purchase,15000,1000,,0.015199493,,,,,1,31,dec,2020,Phillips 66,Energy,92.44,21.11,2.928564,9.93,107.47,75.135,47996220000,5311000000,0.47499472,2.12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PSX
AMT,Shelley Capito,0,0,31Dec2020,Spouse,AMT,Purchase,15000,1000,,0.015199493,,,,,1,31,dec,2020,American Tower Corp A,Real Estate,133.57,20.68,2,1.97,155.28,103.36,59213892640,3792383000,11.954137,9.22,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMT
SYY,Shelley Capito,0,0,31Dec2020,Spouse,SYY,Sale,15000,1000,,0.015199493,,,-0.001481282,-0.016680775,1,31,dec,2020,Sysco Corp.,Consumer Staples,57,22.98,2.4644873,2.08,64.27,48.85,30445320778,2988725000,0.7295535,13.4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYY
PII,Shelley Capito,0,0,31Dec2020,Spouse,PII,Sale,15000,1000,,0.015199493,,,0.234781696,0.219582203,1,31,dec,2020,,,,,,,,,,,,,
OTIS,Shelley Capito,0,0,31Dec2020,Spouse,OTIS,Sale,15000,1000,,0.015199493,,,-0.055070318,-0.070269812,1,31,dec,2020,,,,,,,,,,,,,
XOM,Shelley Capito,0,0,31Dec2020,Spouse,XOM,Sale,15000,1000,,0.015199493,,,0.117418729,0.102219235,1,31,dec,2020,Exxon Mobil Corp.,Energy,76.07,21.37,4.0031195,1.88,89.3,76.05,326148660000,39052000000,1.7701944,1.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XOM
CLX,Shelley Capito,0,0,31Dec2020,Spouse,CLX,Sale,15000,1000,,0.015199493,,,0.037886292,0.022686798,1,31,dec,2020,The Clorox Company,Consumer Staples,127.76,23.44,2.6286967,5.33,150.4,124.09,16540418002,1295000000,2.798683,21.62,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CLX
CARR,Shelley Capito,0,0,31Dec2020,Self,CARR,Sale,15000,1000,,0.015199493,,,0.012725345,-0.002474149,1,31,dec,2020,,,,,,,,,,,,,
--,Sheldon Whitehouse,1,1,30Dec2020,Joint,--,Sale,15000,1000,,0.009864234,,,,,1,30,dec,2020,,,,,,,,,,,,,
TSLA,Thomas Carper,1,1,30Dec2020,Spouse,TSLA,Purchase,15000,1000,,0.009864234,,,,,1,30,dec,2020,,,,,,,,,,,,,
PBA,Thomas Carper,1,1,30Dec2020,Spouse,PBA,Sale,15000,1000,,0.009864234,,,0.115482234,0.105617999,1,30,dec,2020,,,,,,,,,,,,,
DD,Thomas Carper,1,1,30Dec2020,Spouse,DD,Sale,15000,1000,,0.009864234,,,0.108108108,0.098243874,1,30,dec,2020,,,,,,,,,,,,,
DOW,Thomas Carper,1,1,30Dec2020,Spouse,DOW,Sale,15000,1000,,0.009864234,,,-0.019469984,-0.029334218,1,30,dec,2020,,,,,,,,,,,,,
VTRS,Thomas Carper,1,1,30Dec2020,Spouse,VTRS,Sale,15000,1000,,0.009864234,,,-0.070049641,-0.079913876,1,30,dec,2020,,,,,,,,,,,,,
NTAP,Thomas Carper,1,1,30Dec2020,Spouse,NTAP,Purchase,15000,1000,,0.009864234,,,,,1,30,dec,2020,NetApp,Information Technology,55.85,26.1,1.3881658,1.81,64.0599,37.43,15375210915,1075000000,3.6687026,5.46,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NTAP
SBIO,Thomas Carper,1,1,30Dec2020,Spouse,SBIO,Purchase,15000,1000,,0.009864234,,,,,1,30,dec,2020,,,,,,,,,,,,,
BMY,Thomas Carper,1,1,30Dec2020,Spouse,BMY,Purchase,15000,1000,,0.009864234,,,,,1,30,dec,2020,Bristol-Myers Squibb,Health Care,62.69,20.83,2.5546863,2.65,66.1,51.12,102506501960,5170000000,6.503231,6.75,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BMY
BA,Pat Roberts,0,1,22Dec2020,Spouse,BA,Purchase,50000,15000,,0.030122406,,,,,4.0599999,22,dec,2020,Boeing Company,Industrials,329.66,27.29,1.9648397,13.47,361.45,163.69,205617405233,12476000000,2.1560605,182.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BA
PLUG,Pat Roberts,0,1,22Dec2020,Spouse,PLUG,Purchase,15000,1000,,0.030122406,,,,,1,22,dec,2020,,,,,,,,,,,,,
SQ,Pat Roberts,0,1,22Dec2020,Spouse,SQ,Purchase,50000,15000,,0.030122406,,,,,4.0599999,22,dec,2020,,,,,,,,,,,,,
COST,Pat Roberts,0,1,22Dec2020,Spouse,COST,Purchase,50000,15000,,0.030122406,,,,,4.0599999,22,dec,2020,Costco Wholesale Corp.,Consumer Staples,178.61,30.69,1.0917627,6.09,199.88,150,80439804508,5679000000,0.61203885,7.24,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COST
AAPL,Pat Roberts,0,1,22Dec2020,Spouse,AAPL,Purchase,50000,15000,,0.030122406,,,,,4.0599999,22,dec,2020,Apple Inc.,Information Technology,155.15,16.86,1.5795412,9.2,180.1,131.12,809508034020,79386000000,3.4586093,5.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAPL
CRSP,James Inhofe,0,1,22Dec2020,Self,CRSP,Sale,100000,50000,,0.030122406,,,0.165863123,0.135740718,9.3800001,22,dec,2020,,,,,,,,,,,,,
BA,Pat Roberts,0,1,21Dec2020,Spouse,BA,Purchase,50000,15000,,0.030341744,,,,,4.0599999,21,dec,2020,Boeing Company,Industrials,329.66,27.29,1.9648397,13.47,361.45,163.69,205617405233,12476000000,2.1560605,182.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BA
NVDA,Pat Roberts,0,1,21Dec2020,Spouse,NVDA,Purchase,100000,50000,,0.030341744,,,,,9.3800001,21,dec,2020,Nvidia Corporation,Information Technology,217.52,82.08,0.26223776,2.57,249.27,95.17,138652800000,3098000000,20.094294,20.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NVDA
EXPI,Pat Roberts,0,1,21Dec2020,Spouse,EXPI,Purchase,15000,1000,,0.030341744,,,,,1,21,dec,2020,,,,,,,,,,,,,
ETY,Pat Roberts,0,1,21Dec2020,Spouse,ETY,Sale,250000,100000,,0.030341744,,,,,21.879999,21,dec,2020,,,,,,,,,,,,,
,Pat Roberts,0,1,21Dec2020,Spouse,,Sale,100000,50000,,0.030341744,,,,,9.3800001,21,dec,2020,,,,,,,,,,,,,
TSLA,Pat Roberts,0,1,21Dec2020,Spouse,TSLA,Sale,15000,1000,,0.030341744,,,,,1,21,dec,2020,,,,,,,,,,,,,
--,Rick Scott,0,1,17Dec2020,Spouse,--,Purchase,1000000,500000,,0.024253336,,,,,31.25,17,dec,2020,,,,,,,,,,,,,
DNKN,Susan Collins,0,0,16Dec2020,Spouse,DNKN,Sale,100000,50000,,0.033408048,,,,,9.3800001,16,dec,2020,,,,,,,,,,,,,
AAPL,Pat Roberts,0,1,16Dec2020,Spouse,AAPL,Sale,250000,100000,,0.033408048,,,0.024098271,-0.009309777,21.879999,16,dec,2020,Apple Inc.,Information Technology,155.15,16.86,1.5795412,9.2,180.1,131.12,809508034020,79386000000,3.4586093,5.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAPL
WFC,Shelley Capito,0,0,15Dec2020,Spouse,WFC,Sale,50000,15000,,0.033771508,,,0.141607804,0.107836296,4.0599999,15,dec,2020,Wells Fargo,Financials,55.4,13.58,2.7111576,4.07,66.31,49.27,281463620775,0,2.8728192,1.58,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WFC
GSMYX,Thomas Carper,1,1,15Dec2020,Spouse,GSMYX,Purchase,15000,1000,,0.033771508,,,,,1,15,dec,2020,,,,,,,,,,,,,
AIV,Patrick Toomey,0,1,15Dec2020,Self,AIV,Purchase,50000,15000,,0.033771508,,,,,4.0599999,15,dec,2020,Apartment Investment & Management,Real Estate,38.21,15.6,3.876562,1.95,46.855,38.85,6156884142,874871000,6.187621,4.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AIV
BLK,James Inhofe,0,1,15Dec2020,Self,BLK,Sale,100000,50000,,0.033771508,,,0.113953422,0.080181914,9.3800001,15,dec,2020,BlackRock,Financials,509.38,22.49,2.1643558,30.3,594.52,368,85907759858,5684000000,6.9158196,2.95,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BLK
AEP,Gary Peters,1,1,14Dec2020,Self,AEP,Purchase,15000,1000,,0.044405935,,,,,1,14,dec,2020,American Electric Power,Utilities,63.38,17.32,3.8479443,1.24,78.07,62.69,31701916517,4450800000,2.7489934,1.81,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AEP
TSLA,Pat Roberts,0,1,11Dec2020,Spouse,TSLA,Purchase,15000,1000,,0.047089319,,,,,1,11,dec,2020,,,,,,,,,,,,,
NTRP,Patrick Toomey,0,1,08Dec2020,Self,NTRP,Purchase,15000,1000,,0.007060334,,,,,1,8,dec,2020,,,,,,,,,,,,,
--,Mark Warner,1,1,07Dec2020,Self,--,Purchase,5000000,1000000,,0.002685285,,,,,31.25,7,dec,2020,,,,,,,,,,,,,
BA,Pat Roberts,0,1,07Dec2020,Spouse,BA,Purchase,50000,15000,,0.002685285,,,,,4.0599999,7,dec,2020,Boeing Company,Industrials,329.66,27.29,1.9648397,13.47,361.45,163.69,205617405233,12476000000,2.1560605,182.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BA
TSLA,Pat Roberts,0,1,07Dec2020,Spouse,TSLA,Purchase,15000,1000,,0.002685285,,,,,1,7,dec,2020,,,,,,,,,,,,,
BA,Pat Roberts,0,1,04Dec2020,Spouse,BA,Sale,50000,15000,,0.001716922,,,,,4.0599999,4,dec,2020,Boeing Company,Industrials,329.66,27.29,1.9648397,13.47,361.45,163.69,205617405233,12476000000,2.1560605,182.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BA
WFC,A. MitchellMcconnell,0,1,03Dec2020,Spouse,WFC,Purchase,15000,1000,,0.027214572,,,,,1,3,dec,2020,Wells Fargo,Financials,55.4,13.58,2.7111576,4.07,66.31,49.27,281463620775,0,2.8728192,1.58,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WFC
ZM,Pat Roberts,0,1,02Dec2020,Spouse,ZM,Purchase,50000,15000,,0.023781084,,,,,4.0599999,2,dec,2020,,,,,,,,,,,,,
NTRP,Patrick Toomey,0,1,02Dec2020,Self,NTRP,Purchase,15000,1000,,0.023781084,,,,,1,2,dec,2020,,,,,,,,,,,,,
,Richard Blumenthal,1,1,02Dec2020,,,,,,,0.023781084,,,,,,2,dec,2020,,,,,,,,,,,,,
AIV,Patrick Toomey,0,1,30Nov2020,Self,AIV,Purchase,15000,1000,,0.036679113,,,,,1,30,nov,2020,Apartment Investment & Management,Real Estate,38.21,15.6,3.876562,1.95,46.855,38.85,6156884142,874871000,6.187621,4.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AIV
--,Thomas Carper,1,1,30Nov2020,Spouse,--,Purchase,15000,1000,,0.036679113,,,,,1,30,nov,2020,,,,,,,,,,,,,
--,Thomas Carper,1,1,30Nov2020,Spouse,--,Sale,50000,15000,,0.036679113,,,,,4.0599999,30,nov,2020,,,,,,,,,,,,,
--,Thomas Carper,1,1,30Nov2020,Spouse,--,Sale,50000,15000,,0.036679113,,,,,4.0599999,30,nov,2020,,,,,,,,,,,,,
--,Rick Scott,0,1,24Nov2020,Spouse,--,Purchase,1000000,500000,,0.029137912,,,,,31.25,24,nov,2020,,,,,,,,,,,,,
--,Rick Scott,0,1,24Nov2020,Spouse,--,Purchase,1000000,500000,,0.029137912,,,,,31.25,24,nov,2020,,,,,,,,,,,,,
--,Rick Scott,0,1,24Nov2020,Spouse,--,Purchase,500000,250000,,0.029137912,,,,,31.25,24,nov,2020,,,,,,,,,,,,,
COST,Pat Roberts,0,1,24Nov2020,Spouse,COST,Purchase,50000,15000,,0.029137912,,,,,4.0599999,24,nov,2020,Costco Wholesale Corp.,Consumer Staples,178.61,30.69,1.0917627,6.09,199.88,150,80439804508,5679000000,0.61203885,7.24,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COST
--,Mark Warner,1,1,20Nov2020,Self,--,Purchase,100000,50000,,0.056402781,,,,,9.3800001,20,nov,2020,,,,,,,,,,,,,
,Thomas Carper,1,1,20Nov2020,Spouse,,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
QCOM,Thomas Carper,1,1,20Nov2020,Spouse,QCOM,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,QUALCOMM Inc.,Information Technology,62.42,16.51,3.5055351,1.65,69.28,48.92,96282828902,4191000000,4.263658,3.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QCOM
SNPS,Thomas Carper,1,1,20Nov2020,Spouse,SNPS,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,Synopsys Inc.,Information Technology,82.62,67.72,0,0.87,94.8,64.75,12767067883,579844000,6.276264,3.98,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNPS
GOLD,Thomas Carper,1,1,20Nov2020,Spouse,GOLD,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
OHI,Thomas Carper,1,1,20Nov2020,Spouse,OHI,Sale,15000,1000,,0.056402781,,,0.083405987,0.027003206,1,20,nov,2020,,,,,,,,,,,,,
WIW,Thomas Carper,1,1,20Nov2020,Spouse,WIW,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
ERIC,Thomas Carper,1,1,20Nov2020,Spouse,ERIC,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
SBIO,Thomas Carper,1,1,20Nov2020,Spouse,SBIO,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
ARE,Thomas Carper,1,1,20Nov2020,Spouse,ARE,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,Alexandria Real Estate Equities Inc,Real Estate,114.58,19.03,3.0262272,1.57,134.37,106.89,12043374429,0,10.492155,2.07,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ARE
LGI,Thomas Carper,1,1,20Nov2020,Spouse,LGI,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
ABYIX,Thomas Carper,1,1,20Nov2020,Spouse,ABYIX,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
MRVL,Thomas Carper,1,1,20Nov2020,Spouse,MRVL,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
BRKR,Thomas Carper,1,1,20Nov2020,Spouse,BRKR,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
MANT,Thomas Carper,1,1,20Nov2020,Spouse,MANT,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
ACIW,Thomas Carper,1,1,20Nov2020,Spouse,ACIW,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
SWKS,Thomas Carper,1,1,20Nov2020,Spouse,SWKS,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,Skyworks Solutions,Information Technology,99.04,16.45,1.2629502,5.41,117.65,90.53,18493080922,1122900000,6.9704437,4.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWKS
NUAN,Thomas Carper,1,1,20Nov2020,Spouse,NUAN,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
AJRD,Thomas Carper,1,1,20Nov2020,Spouse,AJRD,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
SRVR,Thomas Carper,1,1,20Nov2020,Spouse,SRVR,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
CONE,Thomas Carper,1,1,20Nov2020,Spouse,CONE,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
CEF,Thomas Carper,1,1,20Nov2020,Spouse,CEF,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
WW,Thomas Carper,1,1,20Nov2020,Spouse,WW,Sale,15000,1000,,0.056402781,,,-0.023323615,-0.079726396,1,20,nov,2020,,,,,,,,,,,,,
XAR,Thomas Carper,1,1,20Nov2020,Spouse,XAR,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
GLD,Thomas Carper,1,1,20Nov2020,Spouse,GLD,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
GMAB,Thomas Carper,1,1,20Nov2020,Spouse,GMAB,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
BAH,Thomas Carper,1,1,20Nov2020,Spouse,BAH,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
LDP,Thomas Carper,1,1,20Nov2020,Spouse,LDP,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
ABBV,Thomas Carper,1,1,20Nov2020,Spouse,ABBV,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,AbbVie Inc.,Health Care,108.48,19.41,2.4995599,3.29,125.86,60.05,181386347059,10310000000,6.291571,26.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ABBV
FDN,Thomas Carper,1,1,20Nov2020,Spouse,FDN,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
HBI,Thomas Carper,1,1,20Nov2020,Spouse,HBI,Sale,15000,1000,,0.056402781,,,0.058694057,0.002291276,1,20,nov,2020,Hanesbrands Inc,Consumer Discretionary,19.57,10.04,2.7322404,1.41,25.73,18.9,8006268615,926153000,1.6339768,6.17,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HBI
ATVI,Thomas Carper,1,1,20Nov2020,Spouse,ATVI,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,Activision Blizzard,Information Technology,65.83,31.8,0.43190324,1.28,74.945,38.93,52518668144,2704000000,10.59512,5.16,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ATVI
FTNT,Thomas Carper,1,1,20Nov2020,Spouse,FTNT,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
RTH,Thomas Carper,1,1,20Nov2020,Spouse,RTH,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
NTLA,Thomas Carper,1,1,20Nov2020,Spouse,NTLA,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
RODM,Thomas Carper,1,1,20Nov2020,Spouse,RODM,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
PTLC,Thomas Carper,1,1,20Nov2020,Spouse,PTLC,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
PTNQ,Thomas Carper,1,1,20Nov2020,Spouse,PTNQ,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
PTMC,Thomas Carper,1,1,20Nov2020,Spouse,PTMC,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
DGRS,Thomas Carper,1,1,20Nov2020,Spouse,DGRS,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
MAXR,Thomas Carper,1,1,20Nov2020,Spouse,MAXR,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
ARNA,Thomas Carper,1,1,20Nov2020,Spouse,ARNA,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
GBIL,Thomas Carper,1,1,20Nov2020,Spouse,GBIL,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
