,Roy Blunt,Susan Collins,John Hoeven,Cory Booker,Mark Warner,Mark Warner,John Cornyn,Maria Cantwell,Tina Smith,Tammy Duckworth,Michael Bennet,Sheldon Whitehouse,Gary Peters,Jerry Moran,David Perdue,Richard Burr,Patty Murray,Ron Wyden,Pat Roberts
2012-06-14,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-06-15,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-06-16,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-06-17,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-06-18,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-06-19,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-06-20,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-06-21,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-06-22,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-06-23,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-06-24,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-06-25,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-06-26,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-06-27,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-06-28,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-06-29,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-06-30,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-07-01,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-07-02,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-07-03,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-07-04,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-07-05,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-07-06,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-07-07,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-07-08,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-07-09,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-07-10,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-07-11,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-07-12,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-07-13,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-07-14,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-07-15,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-07-16,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-07-17,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-07-18,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-07-19,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-07-20,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-07-21,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-07-22,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-07-23,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-07-24,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-07-25,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-07-26,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-07-27,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-07-28,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-07-29,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-07-30,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-07-31,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-08-01,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-08-02,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-08-03,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-08-04,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-08-05,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-08-06,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-08-07,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-08-08,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-08-09,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-08-10,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-08-11,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-08-12,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-08-13,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-08-14,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-08-15,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-08-16,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-08-17,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-08-18,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-08-19,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-08-20,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-08-21,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-08-22,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-08-23,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-08-24,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-08-25,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-08-26,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-08-27,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-08-28,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-08-29,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-08-30,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-08-31,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-09-01,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-09-02,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-09-03,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-09-04,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-09-05,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-09-06,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-09-07,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-09-08,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-09-09,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-09-10,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-09-11,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-09-12,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-09-13,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-09-14,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-09-15,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-09-16,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-09-17,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-09-18,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-09-19,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-09-20,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-09-21,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-09-22,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-09-23,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-09-24,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-09-25,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-09-26,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-09-27,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-09-28,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-09-29,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-09-30,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-10-01,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-10-02,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-10-03,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-10-04,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-10-05,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-10-06,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-10-07,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-10-08,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-10-09,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-10-10,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-10-11,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-10-12,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-10-13,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-10-14,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-10-15,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-10-16,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-10-17,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-10-18,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-10-19,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-10-20,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-10-21,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-10-22,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-10-23,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-10-24,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-10-25,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-10-26,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-10-27,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-10-28,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-10-29,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-10-30,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-10-31,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-11-01,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-11-02,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-11-03,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-11-04,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
2012-11-05,2852255,2062021.5,23344784.5,403751.5,107046287.5,17068767,942261,2878254,848010,348765.5,7853007,3721814,2184052.5,879769.5,12911298,3713106.5,843505,3438512.5,1483257
